@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
31.2,0.384597,0.0201583,0.226109,0.280671,1.68573,1.36978,0.627668,1.6861,1.33126,1.2875,0.439201,0.131663,0,0.779017,0.713029,0.312759,1.35638,0.780501,0.0909425,0.239401,0.543735,0.495236,0.528132,0.553219,0.440554,0.712208,0.887448,0.379242,0.274002,0,0.731301,0.937429,0.559691,0.933584
31.6,0.446365,0.030371,0.241712,0.308571,1.51198,1.32729,0.688927,1.54368,1.09376,1.11386,0.483121,0.148225,0,0.83392,0.371584,0.107823,0.958643,0.822476,0.112299,0.245435,0.563032,0.599227,0.611935,0.543306,0.578133,0.663338,0.928179,0.369962,0.284476,0,0.745413,0.532447,0.264434,0.57674
32,0.544597,0.0782133,0.239076,0.342045,1.34416,1.34169,0.65197,1.34081,0.921184,1.03621,0.462126,0.201199,0,0.797734,0.309485,0.0587289,0.739246,0.961716,0.237736,0.250958,0.56139,0.462047,0.649149,0.574536,0.43806,0.432452,0.857695,0.386232,0.303229,0,0.767923,0.36989,0.149894,0.533518
32.4,0.700391,0.0782133,0.22371,0.307567,1.25043,1.31873,0.56095,1.28967,0.882254,1.15227,0.396437,0.296669,0,0.685407,0.362506,0.0608873,0.750573,0.962401,0.237736,0.258313,0.520403,0.394356,0.593006,0.607948,0.415218,0.36363,0.795121,0.421734,0.360153,0,0.813314,0.36433,0.14943,0.808218
32.8,0.856353,0.094304,0.259491,0.152887,1.26525,1.3279,0.514241,1.30599,0.9603,1.41143,0.357806,0.312716,0.0088835,0.629029,0.426675,0.0673638,0.643001,0.96464,0.254044,0.319466,0.244972,0.456847,0.617639,0.637731,0.433948,0.45502,0.771971,0.429784,0.367369,0.0503312,0.843499,0.359743,0.153737,0.838791
33.2,1.04252,0.114805,0.289272,0.186124,1.26216,1.36203,0.354064,1.22746,0.953661,1.24108,0.251766,0.378395,0.0108147,0.325618,0.375803,0.082008,0.606046,0.96898,0.27654,0.344974,0.258889,0.503123,0.669267,0.575113,0.439284,0.491892,0.727957,0.398344,0.374209,0.055451,0.568581,0.360426,0.166312,0.915891
33.6,1.26973,0.14273,0.311828,0.231397,1.30804,1.28615,0.120617,1.19794,1.05816,1.2607,0.0754353,0.379652,0.0134453,0.0794365,0.314626,0.101761,0.527417,0.939048,0.302484,0.376006,0.270207,0.536026,0.715795,0.285483,0.469523,0.480682,0.777103,0.121975,0.362132,0.0617022,0.192038,0.326998,0.180343,1.00265
34,0.988603,0.131686,0.198931,0.281021,1.22795,1.06707,0.121157,1.10237,1.15915,1.48504,0.0686558,0.322216,0.0165825,0.0959596,0.370305,0.0300215,0.556538,0.789553,0.319644,0.307002,0.277347,0.558742,0.585795,0.315542,0.463103,0.478718,0.683724,0.133705,0.363774,0.0683544,0.210395,0.338967,0.0581154,1.11487
34.4,0.926815,0.123456,0.186498,0.263457,1.15121,1.00038,0.113585,1.03347,1.0867,1.39222,0.0643648,0.302077,0.0155461,0.0899621,0.347161,0.0281451,0.521754,0.801429,0.310853,0.300937,0.277012,0.619074,0.624408,0.306645,0.523574,0.54374,0.755451,0.130418,0.360657,0.0662383,0.204859,0.340265,0.0566923,1.08696
34.8,0.775339,0.0238851,0.155254,0.309656,1.07861,0.823792,0.123505,0.958951,1.06055,1.39743,0.0673931,0.299803,0.0208001,0.0934867,0.310661,0.0214524,0.618375,0.567081,0.11331,0.311547,0.279537,0.656684,0.515385,0.333182,0.530093,0.586297,0.803008,0.141177,0.381017,0.0723712,0.222654,0.309727,0.0587439,1.16045
35.2,1.17988,0.0787991,0.832502,0.31166,1.24455,1.30226,0.123505,1.11669,1.29464,1.54919,0.0731945,0.106043,0.129861,0.0910104,0.520601,0.301816,0.603542,0.938867,0.152688,0.911463,0.272881,0.762105,0.957925,0.333182,0.611032,0.718772,0.869352,0.138654,0.17036,0.165499,0.223332,0.444955,0.391435,1.16807
35.6,1.78767,0.202865,1.5174,0.498646,1.52519,1.85526,0.0233979,1.25219,1.46975,1.57161,0.0135882,0.0723737,0.153464,0.00476045,0.765269,0.570162,0,0.960051,0.19461,0.830066,0.33338,0.83116,1.07006,0.115728,0.676543,0.782286,0.830663,0.039635,0.134422,0.154003,0.024736,0.425282,0.339821,0
36,1.54585,0.147248,1.58324,0.446168,1.56053,1.95573,0.13673,1.25663,1.45948,1.57547,0.0447775,0.0571136,0.151195,0.00351025,0.766178,0.502144,0.0134635,0.983987,0.175022,0.728236,0.313754,0.711584,0.927267,0.271626,0.583409,0.673797,0.705247,0.117891,0.119751,0.150815,0.0190872,0.369558,0.348099,0.0376155
36.4,1.20979,0.115238,1.38788,0.354563,1.44306,1.64728,0.185617,1.12432,1.32112,1.5885,0.0695234,0.133578,0.118951,0.175649,0.690607,0.392982,0.0124742,1.08105,0.166121,0.771096,0.327857,0.671649,1.01897,0.283639,0.577046,0.652529,0.624484,0.128751,0.194005,0.146742,0.355303,0.361647,0.371615,0.0348841
36.8,0.99376,0.0946595,1.27991,0.295266,1.3895,1.46525,0.215571,1.05143,1.25789,1.66123,0.104737,0.156998,0.0999085,0.334421,0.664682,0.322807,0.0102466,1.08387,0.156723,0.737296,0.323395,0.619589,1.00338,0.277897,0.54814,0.606719,0.588808,0.145565,0.186749,0.139246,0.47226,0.33812,0.368855,0.03192
37.2,0.84319,0.0803172,1.19217,0.251679,1.31728,1.32086,0.191022,0.933886,1.17983,1.65034,0.0936104,0.148021,0.0847709,0.416219,0.642326,0.273896,0.00869413,1.05969,0.148165,0.710056,0.315178,0.595586,0.985715,0.262681,0.578943,0.588704,0.548823,0.138631,0.179789,0.133077,0.477415,0.317881,0.358783,0.0295946
37.6,0.752035,0.0716342,1.13524,0.224471,1.32048,1.27561,0.180747,0.895428,1.12509,1.67287,0.0941174,0.152235,0.0756065,0.407006,0.587051,0.244286,0.0218188,1.03411,0.142048,0.684816,0.30764,0.527214,0.930942,0.249432,0.555787,0.569983,0.447521,0.131383,0.16944,0.12834,0.455114,0.342199,0.349214,0.0631822
38,0.575421,0.0523806,1.08024,0.171281,1.32653,1.23108,0.188146,0.876677,1.05287,1.72987,0.0915282,0.139592,0.0479019,0.405222,0.560223,0.176698,0.0782654,0.942094,0.128824,0.612495,0.2811,0.423619,0.847033,0.243348,0.48793,0.503132,0.232353,0.131758,0.16224,0.0934194,0.451491,0.306683,0.299586,0.200439
38.4,0.29625,0.0353963,0.85662,0.0989332,1.21335,1.16087,0.197882,0.806647,0.896852,1.6601,0.0971059,0.165164,0.0260316,0.405365,0.492032,0.0862546,0.218361,0.733576,0.119908,0.564013,0.231795,0.381541,0.759163,0.238218,0.441108,0.442176,0.264215,0.131588,0.161293,0.079098,0.451362,0.299697,0.223661,0.394028
38.8,0.0202493,0,0.632235,0.019644,1.10072,1.0653,0.182282,0.776541,0.76355,1.60556,0.104023,0.19811,0.00993106,0.407635,0.567387,0.00177232,0.365374,0.104083,0,0.373084,0.0505835,0.220357,0.611446,0.238768,0.387034,0.252558,0.27773,0.131472,0.158901,0.0483695,0.449423,0.547174,0.0136344,0.487019
39.2,0,0,0.509543,0.00583899,1.07896,1.12952,0.101078,0.822947,0.75698,1.64765,0.0748671,0.196773,0.00202485,0.363121,0.803963,0,0.463839,0,0,0.23196,0.0161483,0.169254,0.61722,0.149742,0.411846,0.223033,0.310564,0.107601,0.151978,0.00904432,0.454653,0.805395,0,0.489392
39.6,0,0,0.454645,0.00401219,1.09727,1.29426,0.0530672,0.852851,0.761066,1.67567,0.0484587,0.150691,0,0.228533,0.899395,0,0.650149,0,0,0.227927,0.0148594,0.166697,0.574299,0.05959,0.409776,0.22282,0.320217,0.0949246,0.125426,0,0.378049,0.837719,0,0.555937
40,0,0,0.380228,0,1.1167,1.44207,0.0362466,0.893655,0.762316,1.68142,0.0238002,0.122763,0,0.0946251,0.936997,0,0.851829,0,0,0.220889,0,0.163025,0.52631,0.047074,0.388218,0.220972,0.324848,0.0550518,0.119064,0,0.223262,0.850995,0,0.562233
40.4,0,0,0.34837,0,1.15054,1.591,0.0329814,0.998571,0.784614,1.74517,0.0190963,0.108552,0,0.0125768,1.01989,0,1.07789,0,0,0.209474,0,0.14861,0.401354,0.0476714,0.294013,0.217863,0.310901,0.0509818,0.121612,0,0.0310491,0.848455,0,0.524204
40.8,0,0,0.274208,0.00160468,1.13958,1.60266,0.0220765,1.02092,0.828836,1.79441,0.0133149,0.112283,0.0032,0.00241281,1.08695,0,1.31907,0,0,0.183699,0.00787072,0.147333,0.383989,0.0414143,0.269545,0.184407,0.314259,0.0472813,0.121686,0.0157428,0.010913,0.794738,0,0.489041
41.2,0,0,0.215943,0.00160468,1.14346,1.52966,0.00772502,1.03804,0.88762,1.84753,0.0133149,0.108107,0.0032,0.00241281,1.15011,0,1.51004,0,0,0.150084,0.00787072,0.146901,0.413565,0.0176289,0.255548,0.188018,0.321403,0.0472813,0.116013,0.0157428,0.010913,0.77285,0,0.493583
41.6,0,0,0.234736,0.00160468,1.19095,1.40165,0.0145615,1.02474,0.93969,2.00941,0.0131991,0.112691,0.0032,0,1.17921,0,1.59257,0,0,0.182707,0.00787072,0.101193,0.416793,0.0406222,0.238244,0.124518,0.20574,0.0588803,0.124538,0.0157428,0,0.742311,0,0.499257
42,0.00480561,0,0.226196,0.00319613,1.22778,1.40883,0.0355857,1.00616,0.887678,2.14767,0.0894234,0.153238,0.0032,0.054783,0.999141,0.00521472,1.54466,0.0274739,0,0.210328,0.0108803,0.170027,0.423488,0.0840066,0.213689,0.161575,0.396051,0.301711,0.229702,0.0157428,0.203197,0.622245,0.0312363,0.610592
42.4,0.0800575,0,0.184722,0.00321107,1.26564,1.4301,0.0344254,1.00857,0.864955,2.21249,0.126989,0.337762,0.0032,0.103909,0.789769,0.202799,1.41858,0.203111,0,0.207037,0.0108767,0.182917,0.450461,0.0843092,0.232987,0.196561,0.459663,0.353768,0.525288,0.0157428,0.274206,0.448284,0.544827,0.788717
42.8,0.191979,0,0.168509,0.00321107,1.27497,1.43126,0.0309379,0.989412,0.8858,2.11022,0.128989,0.53374,0.00895443,0.103909,0.794676,0.372452,1.19655,0.326913,0,0.215237,0.0108767,0.185522,0.458867,0.0845535,0.251433,0.205446,0.567778,0.353171,0.632693,0.0334309,0.274206,0.492422,0.646755,0.913321
43.2,0.248091,0,0.141498,0.00321107,1.29763,1.47232,0.0293053,1.00916,0.900101,2.03538,0.141105,0.712715,0.0134531,0.103909,0.742852,0.52881,0.996119,0.334247,0,0.209584,0.0108767,0.17695,0.475025,0.0845683,0.239146,0.204721,0.644369,0.354734,0.648096,0.0372244,0.274206,0.40531,0.681009,0.984243
43.6,0.248091,0,0.118781,0.00213585,1.32145,1.55536,0.0426826,1.02024,0.914998,1.93769,0.158774,0.89893,0.0239228,0.103909,0.83973,0.666631,0.729615,0.334247,0,0.19724,0.00899332,0.161687,0.469637,0.0952881,0.232693,0.200014,0.712263,0.352078,0.624182,0.0457294,0.274206,0.480222,0.664544,0.939488
44,0.250514,0,0.10679,0.00160638,1.34749,1.65495,0.0426826,1.02255,0.896876,1.80771,0.171384,1.0982,0.0285238,0.108251,0.764775,0.806126,0.466579,0.332601,0,0.200426,0.00784722,0.13452,0.395706,0.0952881,0.231801,0.198101,0.768364,0.35059,0.597498,0.0501278,0.272965,0.50126,0.62003,0.817801
44.4,0.250514,0,0.0936788,0.00160638,1.36722,1.77052,0.0729325,1.03384,0.900542,1.66937,0.174396,1.26065,0.0442806,0.10845,0.97348,0.984477,0.188502,0.332601,0,0.201861,0.00784722,0.126609,0.254878,0.115934,0.231208,0.198936,0.774576,0.349247,0.501949,0.0732753,0.272891,0.694331,0.554217,0.512042
44.8,0.250514,0,0.0205272,0.00160638,1.3564,1.84633,0.097687,1.00276,0.923446,1.47942,0.163637,1.38067,0.0785338,0.101717,1.08119,1.12125,0.00179251,0.332601,0,0.0400299,0.00784722,0.0938432,0.218266,0.148825,0.216232,0.207034,0.72367,0.349012,0.310058,0.103968,0.273185,0.759264,0.398494,0.0154012
45.2,0.213885,0,0.0139971,0,1.33887,1.86248,0.143435,0.953379,0.975496,1.1897,0.0639988,1.38632,0.102475,0.00540024,1.24617,1.22808,0,0.331418,0,0.0303236,0,0.0795483,0.209062,0.168578,0.159539,0.120088,0.279167,0.0945994,0.273087,0.109381,0.01681,0.778204,0.268511,0
45.6,0.112778,0,0.0141408,0,1.30941,1.88692,0.175986,0.944219,0.922058,1.11431,0.0677321,1.36529,0.10752,0.00454104,1.33547,1.16393,0,0.247619,0,0.0302703,0,0.0939863,0.172309,0.161558,0.152993,0.141803,0.134867,0.0954417,0.253592,0.106005,0.0153924,0.728566,0.187262,0
46,0.0201328,0,0.0157568,0,1.3026,1.903,0.220652,0.974521,0.906385,1.1307,0.108523,1.32185,0.121863,0.00454104,1.44323,1.10228,0,0.0808049,0,0.0303245,0,0.0940398,0.169301,0.152908,0.144404,0.139547,0.142923,0.133938,0.279985,0.105652,0.0153924,0.634252,0.226776,0
46.4,0.0028233,0,0.00629983,0,1.30234,1.90467,0.234691,0.968719,0.900528,1.10985,0.0923317,1.33321,0.13402,0.0181651,1.39013,1.11601,0,0.0110482,0,0.0126611,0,0.0948697,0.178655,0.14138,0.146813,0.139779,0.137403,0.122276,0.286015,0.107493,0.0502768,0.663409,0.230044,0
46.8,0.0004,0,0.00482214,0,1.32044,1.95423,0.258859,0.980885,0.908564,1.10324,0.0847729,1.32259,0.13847,0.0241439,1.41573,1.14296,0,0.00180275,0,0.0103,0,0.0962484,0.179088,0.124062,0.152077,0.141361,0.140861,0.115596,0.283967,0.111464,0.0534866,0.686271,0.229805,0
47.2,0.0004,0,0.00603555,0,1.3252,1.99284,0.278989,0.9951,0.909298,1.11106,0.0862331,1.28785,0.164549,0.0214477,1.52502,1.14908,0,0.00180275,0,0.0111759,0,0.0995594,0.180648,0.106368,0.161729,0.134187,0.14089,0.115385,0.221832,0.105838,0.052832,0.635151,0.231518,0
47.6,0.0004,0,0.00682667,0,1.30759,2.01377,0.260221,1.02736,0.871613,1.09443,0.0997376,1.33547,0.15761,0.0264135,1.43345,1.16553,0,0.00180275,0,0.0140885,0,0.0986517,0.150786,0.115996,0.161452,0.113994,0.136445,0.115567,0.22417,0.0981915,0.0556762,0.653305,0.233489,0
48,0,0,0.00963196,0,1.26968,2.01567,0.276914,1.08627,0.830644,1.10164,0.145199,1.42441,0.176982,0.0264135,1.52154,1.17779,0,0,0,0.0172298,0,0.110025,0.151716,0.142388,0.229684,0.114123,0.134833,0.166274,0.228203,0.123149,0.0556762,0.761462,0.226628,0
48.4,0,0,0.00957325,0,1.26422,2.02602,0.272911,1.09803,0.822301,1.0764,0.176729,1.45651,0.18288,0.030848,1.56775,1.15202,0,0,0,0.0173382,0,0.111714,0.150672,0.144798,0.221894,0.112231,0.177817,0.165138,0.239218,0.121864,0.0571514,0.847797,0.217227,0
48.8,0,0,0.0129801,0,1.29665,2.02672,0.317403,1.16983,0.842506,1.08492,0.174272,1.46958,0.171054,0.0460877,1.60868,1.25948,0,0,0,0.0202276,0,0.119842,0.152411,0.191724,0.219742,0.105302,0.188524,0.156706,0.241583,0.133983,0.0751627,0.883716,0.271355,0
49.2,0,0,0.0126256,0,1.31812,2.04134,0.348119,1.16,0.851573,1.0536,0.169889,1.51322,0.167678,0.0502557,1.61694,1.29651,0,0,0,0.0200268,0,0.135779,0.153367,0.20685,0.222066,0.115984,0.179493,0.148658,0.183958,0.136417,0.0798431,0.911511,0.258821,0
49.6,0,0,0.0195542,0,1.32045,1.99299,0.430163,1.20307,0.826855,1.07637,0.198272,1.51634,0.196843,0.0394779,1.81389,1.3033,0,0,0,0.0249336,0,0.137201,0.161149,0.220204,0.217828,0.117436,0.184969,0.147354,0.182927,0.158011,0.0771568,0.806122,0.252488,0
50,0,0,0.0223786,0,1.32665,1.95746,0.427507,1.17355,0.820964,1.04747,0.213565,1.50357,0.195941,0.0383928,1.59659,1.25633,0,0,0,0.0258478,0,0.139976,0.155783,0.22051,0.238534,0.11404,0.194368,0.146582,0.189962,0.162768,0.0774324,0.925339,0.274939,0
50.4,0,0,0.0216779,0,1.34619,1.94586,0.446214,1.17417,0.819937,1.08507,0.206059,1.4881,0.17105,0.0418496,1.53008,1.23028,0,0,0,0.0260837,0,0.148934,0.149783,0.199639,0.241636,0.115356,0.218672,0.153575,0.20563,0.168568,0.0793396,0.961979,0.277278,0
50.8,0,0,0.0183963,0,1.40489,1.95638,0.482917,1.15016,0.869247,1.14424,0.172469,1.45917,0.196445,0.0418496,1.46831,1.20989,0,0,0,0.0245661,0,0.143401,0.155766,0.214448,0.22182,0.140061,0.26602,0.149286,0.198296,0.19329,0.0793396,0.912835,0.282434,0
51.2,0,0,0.01843,0,1.48461,1.96935,0.529243,1.14169,0.930438,1.20808,0.122159,1.4059,0.184266,0.0492298,1.23539,1.17194,0,0,0,0.0245355,0,0.147818,0.173173,0.224911,0.208487,0.162078,0.262131,0.122582,0.171284,0.19418,0.0873261,0.7762,0.289999,0
51.6,0,0,0.0158982,0,1.54053,2.02336,0.549487,1.17649,0.981667,1.26518,0.0936179,1.43388,0.205443,0.109968,1.07012,1.07518,0,0,0,0.0245266,0,0.151872,0.224817,0.207209,0.201493,0.180095,0.251567,0.118661,0.176281,0.18392,0.188134,0.833003,0.313184,0
52,0,0,0.0131229,0,1.57092,2.06032,0.542252,1.17773,1.02273,1.29651,0.0807224,1.40935,0.223177,0.155909,0.826357,0.940922,0,0,0,0.0235645,0,0.161982,0.235472,0.201678,0.183598,0.198372,0.253562,0.120218,0.187233,0.177218,0.220255,0.815197,0.234187,0
52.4,0,0,0.00813206,0,1.62558,2.09337,0.544499,1.16711,1.08736,1.33851,0.0517742,1.37605,0.225117,0.190351,0.638291,0.89158,0,0,0,0.0194874,0,0.149843,0.226571,0.191449,0.178437,0.211376,0.23724,0.103275,0.183359,0.173735,0.219294,0.750196,0.241342,0
52.8,0,0,0.00213896,0,1.66562,2.12114,0.548353,1.18439,1.1533,1.42513,0.0398794,1.35,0.212747,0.232514,0.512836,0.842534,0,0,0,0.00699235,0,0.126429,0.207158,0.179054,0.158467,0.167812,0.174247,0.0679905,0.188791,0.155368,0.209943,0.693371,0.21017,0
53.2,0,0,0.00160599,0,1.6819,2.14384,0.582926,1.23431,1.19796,1.46953,0.0370581,1.35108,0.233332,0.270915,0.502046,0.807673,0,0,0,0.00611756,0,0.10372,0.182292,0.130179,0.123149,0.121377,0.141482,0.0686362,0.186393,0.141622,0.201723,0.699573,0.196392,0
53.6,0,0,0.00160599,0,1.68694,2.14606,0.569851,1.2367,1.21776,1.46751,0.0343042,1.34611,0.23355,0.312262,0.31193,0.748905,0,0,0,0.00611756,0,0.0977128,0.178912,0.129716,0.121951,0.0858877,0.125925,0.0686917,0.190429,0.130138,0.175001,0.541194,0.181415,0
54,0,0,1.71875e-05,0,1.65498,2.08162,0.509297,1.23309,1.21145,1.47375,0.029735,1.38872,0.221316,0.344881,0.108941,0.682126,0,0,0,0.000148848,0,0.129537,0.237507,0.117921,0.117692,0.0938339,0.127084,0.0689702,0.213542,0.123896,0.132422,0.197027,0.167961,0
54.4,0,0,0,0,1.62187,2.01767,0.47292,1.26753,1.21115,1.52777,0.0286507,1.41816,0.237075,0.347901,0.0718391,0.662754,0,0,0,0,0,0.124212,0.239567,0.132719,0.118444,0.0974984,0.147154,0.0692966,0.240556,0.117842,0.098565,0.103536,0.167229,0
54.8,0,0,0,0,1.6032,1.95204,0.441411,1.25475,1.20456,1.5815,0.0286507,1.42301,0.253391,0.337033,0.0823806,0.696758,0.0145328,0,0,0,0,0.119321,0.209958,0.130159,0.11184,0.0992226,0.193038,0.0692966,0.239052,0.11405,0.0883477,0.102418,0.169899,0.0804772
55.2,0,0,0.00360652,0,1.56204,1.85054,0.419902,1.27693,1.15376,1.59895,0.0284257,1.46553,0.225531,0.302626,0.203286,0.752033,0.165215,0,0,0.0124526,0,0.120095,0.238688,0.11564,0.116333,0.134044,0.195907,0.0693628,0.219856,0.129511,0.126311,0.355987,0.219878,0.395713
55.6,0,0,0.0154248,0,1.50211,1.7838,0.397822,1.25052,1.08105,1.55734,0.0179571,1.50528,0.211823,0.265805,0.383175,0.817776,0.343728,0,0,0.0347097,0,0.105824,0.245055,0.0849447,0.150679,0.169408,0.244315,0.0577591,0.185873,0.137055,0.162371,0.550506,0.265963,0.554646
56,0,0,0.0154248,0,1.45704,1.75492,0.393104,1.22685,1.00328,1.47103,0.00147317,1.48437,0.188201,0.216766,0.597606,0.875069,0.488792,0,0,0.0347097,0,0.117829,0.228471,0.081003,0.161629,0.21273,0.314296,0.00650206,0.203649,0.144664,0.17439,0.66824,0.287143,0.589542
56.4,0,0,0.0166359,0,1.42465,1.7251,0.386886,1.19819,0.944941,1.43323,0.0211674,1.50775,0.1772,0.173377,0.823405,0.939206,0.631425,0,0,0.0344045,0,0.112758,0.200664,0.0783727,0.160135,0.220998,0.339041,0.0664555,0.221013,0.146225,0.17578,0.789493,0.316133,0.584804
56.8,0,0,0.0166359,0,1.39833,1.72067,0.39031,1.19361,0.905905,1.41864,0.0385425,1.49918,0.143887,0.173357,1.01536,1.08008,0.771757,0,0,0.0344045,0,0.121511,0.192362,0.076515,0.16298,0.214074,0.343743,0.0879581,0.206456,0.11449,0.179433,0.753042,0.317546,0.542855
57.2,0,0,0.0170359,0,1.4028,1.75421,0.410082,1.20591,0.897398,1.44771,0.0389451,1.4373,0.10845,0.187237,1.2022,1.20229,0.945633,0,0,0.0342611,0,0.125166,0.215638,0.0987073,0.169039,0.206412,0.368432,0.0877999,0.24526,0.103361,0.215906,0.695308,0.252115,0.479156
57.6,0,0,0.0170359,0,1.39878,1.75883,0.39324,1.20581,0.894813,1.39176,0.0389451,1.31923,0.0981953,0.195467,1.32147,1.23909,1.20346,0,0,0.0342611,0,0.121342,0.218353,0.122453,0.171944,0.204744,0.330331,0.0877999,0.294862,0.0932592,0.234444,0.59593,0.222036,0.419626
58,0,0,0.0159087,0,1.37389,1.68155,0.33847,1.21099,0.908079,1.38244,0.0393468,1.15687,0.0929346,0.187492,1.555,1.22159,1.43659,0,0,0.0339804,0,0.101595,0.265267,0.17256,0.173866,0.214932,0.318526,0.0876409,0.453721,0.0792624,0.226308,0.486132,0.244353,0.474085
58.4,0,0,0.00769227,0,1.38865,1.67633,0.284512,1.26449,0.945865,1.40813,0.0393468,1.02164,0.130099,0.249646,1.5593,1.15755,1.55729,0,0,0.0269315,0,0.111232,0.272908,0.199237,0.209012,0.223911,0.319403,0.0876409,0.473017,0.131492,0.247848,0.52962,0.313535,0.549232
58.8,0,0,0.00201112,0,1.42197,1.69714,0.248926,1.30535,1.03618,1.44954,0.0392717,0.954968,0.131019,0.273997,1.60497,1.17625,1.66842,0,0,0.0046918,0,0.114074,0.288762,0.182864,0.180115,0.23157,0.292135,0.0876726,0.463038,0.130844,0.243077,0.674047,0.334354,0.55965
59.2,0,0,0.0016082,0,1.4693,1.73787,0.254796,1.34451,1.09659,1.52618,0.0317979,0.885913,0.131892,0.285494,1.52516,1.13757,1.67523,0,0,0.00445883,0,0.142902,0.337575,0.209352,0.163517,0.193544,0.226242,0.0870114,0.398789,0.13094,0.234367,0.682423,0.348287,0.639607
59.6,0,0,0.00515385,0,1.53099,1.81001,0.300263,1.38109,1.16946,1.57237,0.0108733,0.905758,0.120358,0.270883,1.56063,1.08742,1.53249,0,0,0.0132501,0,0.149845,0.410311,0.26875,0.156231,0.141648,0.194969,0.0379475,0.420244,0.135714,0.244341,0.740666,0.332074,0.839731
60,0,0,0.018267,0,1.57149,1.87992,0.372818,1.39539,1.2204,1.53472,0.00465642,0.885593,0.136779,0.236074,1.72501,1.03086,1.4285,0,0,0.04155,0,0.137735,0.45993,0.339778,0.146134,0.113957,0.179073,0.0125518,0.404262,0.141914,0.255532,0.791665,0.284528,0.930757
60.4,0,0,0.0219238,0,1.58601,1.94234,0.435892,1.38228,1.23001,1.50879,0.0185849,0.935488,0.136334,0.170801,1.9071,1.00283,1.25418,0,0,0.0420913,0,0.142356,0.481935,0.364328,0.153416,0.115195,0.177231,0.0601233,0.430629,0.139164,0.210192,0.811896,0.259257,0.991582
60.8,0,0,0.0424265,0,1.58564,2.03421,0.523156,1.36127,1.18557,1.48693,0.0552222,1.0478,0.124434,0.144163,1.92536,1.06697,1.03032,0,0,0.0717811,0,0.147226,0.451575,0.356574,0.173462,0.174732,0.171869,0.119869,0.424682,0.141277,0.203816,0.873237,0.285506,0.959457
61.2,0,0,0.0507867,0,1.61874,2.1886,0.592151,1.29585,1.16633,1.43487,0.0567153,1.22037,0.118951,0.107008,1.8902,1.1288,0.743709,0,0,0.0741539,0,0.119877,0.356559,0.293904,0.179645,0.184969,0.142916,0.119523,0.329982,0.141624,0.179255,0.916028,0.282172,0.823017
61.6,0,0,0.071341,0,1.62742,2.26524,0.649436,1.30072,1.14302,1.4218,0.061283,1.33076,0.147033,0.0798568,1.82363,1.0871,0.566092,0,0,0.0815716,0,0.115603,0.237228,0.233961,0.191062,0.181251,0.15637,0.120471,0.260864,0.170148,0.133408,0.904052,0.260334,0.630281
62,0,0,0.0925377,0,1.64846,2.11764,0.627368,1.36142,1.16795,1.48607,0.0755279,1.3376,0.142176,0.0586404,1.79803,1.01004,0.550537,0,0,0.114291,0,0.153834,0.550369,0.27543,0.252522,0.213602,0.252315,0.132644,0.319967,0.171807,0.102972,0.936742,0.340681,0.617161
62.4,0,0,0.145622,0,1.69731,1.99763,0.547567,1.43804,1.17223,1.58785,0.134286,1.17408,0.145546,0.109137,1.71769,0.894267,0.632443,0,0,0.15597,0,0.235998,0.583386,0.334747,0.314597,0.212772,0.395637,0.184743,0.519985,0.170121,0.212895,0.987671,0.485487,0.598717
62.8,0,0,0.16432,0,1.70636,1.82117,0.432027,1.46117,1.17013,1.68419,0.171133,0.98999,0.130106,0.192215,1.45007,0.734328,0.744434,0,0,0.162388,0,0.241387,0.630454,0.353348,0.321422,0.210462,0.442425,0.200675,0.642143,0.166744,0.272056,0.978305,0.551264,0.583744
63.2,0,0,0.164777,0,1.69061,1.59653,0.313447,1.51877,1.15491,1.78687,0.17689,0.826985,0.124473,0.296969,1.11236,0.593907,0.869466,0,0,0.163521,0,0.245079,0.677215,0.327673,0.320453,0.201648,0.462521,0.202133,0.711454,0.167457,0.325947,0.908147,0.585264,0.570704
63.6,0,0,0.230938,0.0111587,1.73643,1.4606,0.229031,1.59785,1.1713,1.88081,0.184489,0.643458,0.109752,0.357151,0.964162,0.444113,0.831718,0,0,0.204588,0.03478,0.247431,0.652732,0.271437,0.330407,0.181772,0.433461,0.19514,0.707417,0.170114,0.330036,0.829712,0.571714,0.616246
